parent,actstart,createdate,durationinhours,parentid,targcomptime,physicalpercentcomplete,istask,id,projectid,taskid,workordergroup,wopriority,fnl,remainingduration,sne,interruptible,referencestart,statusdate,schedfinish,workordernumber,name,schedstart,actfinish,targstarttime,referenceend,status
A388AWR-3C-FAA00,null,2019-03-11 19:42:06.0,4.566666666666666,WORKORDER_A388AWR-3C-FAA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1069_BEDFORD_EAGLENA,82,6,A388AWR-3C-FAA00,26,null,null,null,1,null,2019-03-11 19:42:06.0,2019-04-15 04:34:00.0,AWRAF/1069,INSPECTION OF ACM & FAN INLET-388-SEWC380-21-0030/130,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:51:40.0,9,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB859910001_BEDFORD_EAGLENA,82,30,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:51:40.0,2019-04-15 09:00:00.0,AWRB859910001,NRI FOR 388-LAV 1MD-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-IE000,null,2019-03-11 20:20:59.0,2.9,WORKORDER_A388AWR-3C-IE000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0313_BEDFORD_EAGLENA,82,28,A388AWR-3C-IE000,90,null,null,null,1,null,2019-03-11 20:20:59.0,2019-04-15 02:54:00.0,AWRAF/0313,"LUB - SLAT TRACK ROLLERS, RH-388-278000-00003-01/600",2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-IA000,null,2019-03-11 20:19:39.0,4.9,WORKORDER_A388AWR-3C-IA000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0023_BEDFORD_EAGLENA,82,4,A388AWR-3C-IA000,40,null,null,null,1,null,2019-03-11 20:19:39.0,2019-04-15 04:54:00.0,AWRAF/0023,SRV - SUPPLEMENTAL COOLING SYSTEM(SCS)-388-215900-01-ES/140,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBC00,null,2019-03-11 20:00:01.0,0.43333333333333335,WORKORDER_A388AWR-3C-FBC00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1180_BEDFORD_EAGLENA,82,36,A388AWR-3C-FBC00,2,null,null,null,1,null,2019-03-11 20:00:01.0,2019-04-15 00:26:00.0,AWRAF/1180,GVI-OUTER ELEVATOR (EWIS)-388-ZL-338-00001-01/348,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-ID000,null,2019-03-11 20:19:56.0,1.65,WORKORDER_A388AWR-3C-ID000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0001_BEDFORD_EAGLENA,82,1,A388AWR-3C-ID000,54,null,null,null,1,null,2019-03-11 20:19:56.0,2019-04-15 01:39:00.0,AWRENG/0001,DRN - ENG # 2 VFG OIL SYSTEM-388-242000-00003-01/420,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBA00,null,2019-03-11 19:49:50.0,1.5666666666666667,WORKORDER_A388AWR-3C-FBA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0307_BEDFORD_EAGLENA,82,55,A388AWR-3C-FBA00,92,null,null,null,1,null,2019-03-11 19:49:50.0,2019-04-15 01:34:00.0,AWRAF/0307,DVI - (WLG BAY) FLAP ROTARY ACTUATORS-388-275000-00017-01/140,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:35:00.0,3.7,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/176_BEDFORD_EAGLENA,82,179,A388AWR-3C-EB000,40,null,null,null,1,null,2019-03-11 20:35:00.0,2019-04-15 03:42:00.0,AWRCAB/176,388-MD-G2M4AISLE-NTF-REM-388-MD-G2M4AISLE-NTF-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:39:59.0,7.2,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/93_BEDFORD_EAGLENA,82,108,A388AWR-3C-HB000,93,null,null,null,1,null,2019-03-11 20:39:59.0,2019-04-15 07:12:00.0,AWRAF/93,388-240-RH-2-SEAT-INSTL-388-240-RH-2-SEAT-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:37:26.0,6,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/10640_BEDFORD_EAGLENA,82,32,A388AWR-3C-HB000,26,null,null,null,1,null,2019-03-11 20:37:26.0,2019-04-15 06:00:00.0,AWRAF/10640,388-PARTITION ASSY-Z3-AFT-INST-388-PARTITION ASSY-Z3-AFT-INST,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-CB000,null,2019-03-11 19:35:59.0,2.3666666666666667,WORKORDER_A388AWR-3C-CB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0470_BEDFORD_EAGLENA,82,3,A388AWR-3C-CB000,11,null,null,null,1,null,2019-03-11 19:35:59.0,2019-04-15 02:22:00.0,AWRAF/0470,DVI - CREW OXYGEN SYSTEM-388-351000-00001-01/210,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-JD000,null,2019-03-11 20:25:50.0,2.25,WORKORDER_A388AWR-3C-JD000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0143_BEDFORD_EAGLENA,82,35,A388AWR-3C-JD000,37,null,null,null,1,null,2019-03-11 20:25:50.0,2019-04-15 02:15:00.0,AWRENG/0143,388 - ENGINE RUN UP-388-QA/F/0835/430,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:01:29.0,5,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB868663001_BEDFORD_EAGLENA,82,319,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:01:29.0,2019-04-15 05:00:00.0,AWRB868663001,NRI FOR 388-GLY G4M1-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBE00,null,2019-03-11 20:07:26.0,3.7666666666666666,WORKORDER_A388AWR-3C-FBE00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0319_BEDFORD_EAGLENA,82,15,A388AWR-3C-FBE00,45,null,null,null,1,null,2019-03-11 20:07:26.0,2019-04-15 03:46:00.0,AWRAF/0319,DVI - LH WING SLATS-388-278000-00008-01/510,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:54:48.0,1,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB854062001_BEDFORD_EAGLENA,82,123,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:54:48.0,2019-04-15 01:00:00.0,AWRB854062001,NRI FOR 388-527000-00001-01/210,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:31:23.0,6,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/337_BEDFORD_EAGLENA,82,72,A388AWR-3C-EB000,85,null,null,null,1,null,2019-03-11 20:31:23.0,2019-04-15 06:00:00.0,AWRAF/337,388-280-LH-5-SEAT-REM-388-280-LH-5-SEAT-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBA00,null,2019-03-11 19:52:36.0,0.9833333333333333,WORKORDER_A388AWR-3C-FBA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0856_BEDFORD_EAGLENA,82,133,A388AWR-3C-FBA00,21,null,null,null,1,null,2019-03-11 19:52:36.0,2019-04-15 00:59:00.0,AWRAF/0856,GVI - CENTER WING BOX-388-571100-00501-01/190,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:50:55.0,7,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB854700001_BEDFORD_EAGLENA,82,8,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:50:55.0,2019-04-15 07:00:00.0,AWRB854700001,NRI FOR 388-PRE-HANGAR CHECKS/999,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:35:02.0,3.2,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/178_BEDFORD_EAGLENA,82,180,A388AWR-3C-EB000,97,null,null,null,1,null,2019-03-11 20:35:02.0,2019-04-15 03:12:00.0,AWRCAB/178,388-MD-G4M1-NTF-REM-388-MD-G4M1-NTF-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:02:41.0,0.4,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0839_BEDFORD_EAGLENA,82,40,A388AWR-3C-FBD00,43,null,null,null,1,null,2019-03-11 20:02:41.0,2019-04-15 00:24:00.0,AWRAF/0839,DI - #2 LATERAL PYLON FINGER SEAL-388-545900-E7004-01/460,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-IH000,null,2019-03-11 20:22:34.0,2.25,WORKORDER_A388AWR-3C-IH000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0519_BEDFORD_EAGLENA,82,5,A388AWR-3C-IH000,30,null,null,null,1,null,2019-03-11 20:22:34.0,2019-04-15 02:15:00.0,AWRAF/0519,LUB - DOOR M1R OUTER HANDLE MECHANISM-388-521000-00001-01/841,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-C0000,null,2019-03-11 19:31:06.0,0,WORKORDER_A388AWR-3C-C0000_BEDFORD_EAGLENA,null,null,0,WORKORDER_A388AWR-3C-CD000_BEDFORD_EAGLENA,82,null,A388AWR-3C-CD000,0,null,null,null,0,null,2019-03-11 19:31:06.0,2019-04-15 00:00:00.0,A388AWR-3C-CD000,Pre hangar check,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-IG000,null,2019-03-11 20:22:09.0,2.716666666666667,WORKORDER_A388AWR-3C-IG000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0420_BEDFORD_EAGLENA,82,1,A388AWR-3C-IG000,92,null,null,null,1,null,2019-03-11 20:22:09.0,2019-04-15 02:43:00.0,AWRAF/0420,BODY LDG GEAR & DOORS-388-320000-00001-01/760,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:38:07.0,21.4,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/256_BEDFORD_EAGLENA,82,52,A388AWR-3C-HB000,10,null,null,null,1,null,2019-03-11 20:38:07.0,2019-04-15 21:24:00.0,AWRAF/256,388-270-RH-2-SEAT-INSTL-388-270-RH-2-SEAT-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:59:13.0,2,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB861781001_BEDFORD_EAGLENA,82,252,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:59:13.0,2019-04-15 02:00:00.0,AWRB861781001,NRI FOR 388-TECH/CABIN/IFE/LOG/999,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-D0000,null,2019-03-11 19:39:09.0,0.1,WORKORDER_A388AWR-3C-D0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1059_BEDFORD_EAGLENA,82,2,A388AWR-3C-D0000,10,null,null,null,1,null,2019-03-11 19:39:09.0,2019-04-15 00:06:00.0,AWRAF/1059,A380 THS INTERNAL SCAFL INSTL-388-SCFL-THS SPLICE-INSTL/INT,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:05:17.0,0.35,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0158_BEDFORD_EAGLENA,82,115,A388AWR-3C-FBD00,12,null,null,null,1,null,2019-03-11 20:05:17.0,2019-04-15 00:21:00.0,AWRENG/0158,GVI- ENG#3 EXHAUST NOZZLE-388-ZL-414-E7001-01/430,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-JH000,null,2019-03-11 20:26:08.0,0.55,WORKORDER_A388AWR-3C-JH000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0530_BEDFORD_EAGLENA,82,2,A388AWR-3C-JH000,82,null,null,null,1,null,2019-03-11 20:26:08.0,2019-04-15 00:33:00.0,AWRAF/0530,OPC - PAX/CREW DOORS-388-521000-00002-01/832,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:59:29.0,4,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB861813001_BEDFORD_EAGLENA,82,259,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:59:29.0,2019-04-15 04:00:00.0,AWRB861813001,NRI FOR 388-TECH/CABIN/IFE/LOG/999,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:00:55.0,1,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB865272001_BEDFORD_EAGLENA,82,303,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:00:55.0,2019-04-15 01:00:00.0,AWRB865272001,NRI FOR 388-200572-00001-01/572,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:40:00.0,6,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/95_BEDFORD_EAGLENA,82,109,A388AWR-3C-HB000,76,null,null,null,1,null,2019-03-11 20:40:00.0,2019-04-15 06:00:00.0,AWRAF/95,388-240-RH-3-SEAT-INSTL-388-240-RH-3-SEAT-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBB00,null,2019-03-11 19:52:51.0,1.55,WORKORDER_A388AWR-3C-FBB00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/0054_BEDFORD_EAGLENA,82,2,A388AWR-3C-FBB00,21,null,null,null,1,null,2019-03-11 19:52:51.0,2019-04-15 01:33:00.0,AWRCAB/0054,GVI - CABIN ATTENDANT SEATS-388-252200-00001-01/200,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:03:01.0,0.5,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0087_BEDFORD_EAGLENA,82,50,A388AWR-3C-FBD00,56,null,null,null,1,null,2019-03-11 20:03:01.0,2019-04-15 00:30:00.0,AWRENG/0087,GVI - ENG#2 T/R STRUCTURE-388-783200-E7004-01/420,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:40:41.0,5.85,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAV/134_BEDFORD_EAGLENA,82,127,A388AWR-3C-HB000,86,null,null,null,1,null,2019-03-11 20:40:41.0,2019-04-15 05:51:00.0,AWRAV/134,388-280-LH-SEAT CABLE-INSTL-388-280-LH-SEAT CABLE-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:40:20.0,8.3,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/992_BEDFORD_EAGLENA,82,119,A388AWR-3C-HB000,26,null,null,null,1,null,2019-03-11 20:40:20.0,2019-04-15 08:18:00.0,AWRAF/992,388-GLY G2M1-INSTL-388-GLY G2M1-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:00:18.0,8,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB864313001_BEDFORD_EAGLENA,82,284,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:00:18.0,2019-04-15 08:00:00.0,AWRB864313001,NRI FOR 388-321700-00504-01/760,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:02:06.0,0.35,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0160_BEDFORD_EAGLENA,82,23,A388AWR-3C-FBD00,52,null,null,null,1,null,2019-03-11 20:02:06.0,2019-04-15 00:21:00.0,AWRENG/0160,GVI-ENG#1 FAN COWLS(EWIS)-388-ZL-415-E7001-01/410,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-M0000,null,2019-03-11 20:29:06.0,1.1,WORKORDER_A388AWR-3C-M0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/0107_BEDFORD_EAGLENA,82,19,A388AWR-3C-M0000,29,null,null,null,1,null,2019-03-11 20:29:06.0,2019-04-15 01:06:00.0,AWRCAB/0107,CLN - LAV (SA) SHOWER UNIT-388-254017-01-ES/200,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FAA00,null,2019-03-11 19:41:59.0,1.15,WORKORDER_A388AWR-3C-FAA00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0936_BEDFORD_EAGLENA,82,3,A388AWR-3C-FAA00,33,null,null,null,1,null,2019-03-11 19:41:59.0,2019-04-15 01:09:00.0,AWRAF/0936,LDCC Diverter Valve-388-C262301-01/130,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:05:58.0,2,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB869511001_BEDFORD_EAGLENA,82,450,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:05:58.0,2019-04-15 02:00:00.0,AWRB869511001,NRI FOR 388-280-MID-4-SEAT-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:56:26.0,2,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB858338001_BEDFORD_EAGLENA,82,170,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:56:26.0,2019-04-15 02:00:00.0,AWRB858338001,NRI FOR 388-TECH/CABIN/IFE/LOG/999,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:54:00.0,6,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB869381001_BEDFORD_EAGLENA,82,99,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:54:00.0,2019-04-15 06:00:00.0,AWRB869381001,NRI FOR 388-572600-00502-01/671,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-CB000,null,2019-03-11 19:37:11.0,1.7,WORKORDER_A388AWR-3C-CB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0366_BEDFORD_EAGLENA,82,57,A388AWR-3C-CB000,62,null,null,null,1,null,2019-03-11 19:37:11.0,2019-04-15 01:42:00.0,AWRAF/0366,FNC - TRIM TRANSFER PIPE PRESSURE CHK-388-281400-00004-01/150,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HA000,null,2019-03-11 20:18:05.0,10,WORKORDER_A388AWR-3C-HA000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1403_BEDFORD_EAGLENA,82,13,A388AWR-3C-HA000,55,null,null,null,1,null,2019-03-11 20:18:05.0,2019-04-15 10:00:00.0,AWRAF/1403,PNLS INSTL BULK CARGO-EK-CGBD-ACCESS PANELS-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EG000,null,2019-03-11 19:41:46.0,10,WORKORDER_A388AWR-3C-EG000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1382_BEDFORD_EAGLENA,82,4,A388AWR-3C-EG000,42,null,null,null,1,null,2019-03-11 19:41:46.0,2019-04-15 10:00:00.0,AWRAF/1382,PNLS REM BLG LH-EK-BLWL-ACCESS PANELS-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:02:45.0,10,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB869537001_BEDFORD_EAGLENA,82,355,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:02:45.0,2019-04-15 10:00:00.0,AWRB869537001,NRI FOR 388-GLY G3U2-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-EB000,null,2019-03-11 20:30:10.0,8.2,WORKORDER_A388AWR-3C-EB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/1042_BEDFORD_EAGLENA,82,36,A388AWR-3C-EB000,58,null,null,null,1,null,2019-03-11 20:30:10.0,2019-04-15 08:12:00.0,AWRAF/1042,388-LAV 3UG-REM-388-LAV 3UG-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBC00,null,2019-03-11 19:59:29.0,0.5166666666666667,WORKORDER_A388AWR-3C-FBC00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0847_BEDFORD_EAGLENA,82,20,A388AWR-3C-FBC00,11,null,null,null,1,null,2019-03-11 19:59:29.0,2019-04-15 00:31:00.0,AWRAF/0847,DVI LH ELEVATOR-388-552100-00501-01/330,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:38:54.0,8.5,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/400_BEDFORD_EAGLENA,82,76,A388AWR-3C-HB000,69,null,null,null,1,null,2019-03-11 20:38:54.0,2019-04-15 08:30:00.0,AWRAF/400,388-290-LH-2-SEAT-INSTL-388-290-LH-2-SEAT-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 20:54:34.0,3,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB875334001_BEDFORD_EAGLENA,82,116,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 20:54:34.0,2019-04-15 03:00:00.0,AWRB875334001,NRI FOR 388-215200-00002-01/621,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-JA000,null,2019-03-11 20:23:09.0,0.18333333333333332,WORKORDER_A388AWR-3C-JA000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0698_BEDFORD_EAGLENA,82,3,A388AWR-3C-JA000,16,null,null,null,1,null,2019-03-11 20:23:09.0,2019-04-15 00:11:00.0,AWRAF/0698,OPC - MISCELLANEOUS (E.G. DRAINAGE)-388-531900-00001-01/150,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-IE000,null,2019-03-11 20:20:16.0,0.9833333333333333,WORKORDER_A388AWR-3C-IE000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAV/0038_BEDFORD_EAGLENA,82,8,A388AWR-3C-IE000,42,null,null,null,1,null,2019-03-11 20:20:16.0,2019-04-15 00:59:00.0,AWRAV/0038,GVI - LH WING (7G) ROUTE (EWIS)-388-200572-00001-01/572,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:05:57.0,2,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB869494001_BEDFORD_EAGLENA,82,449,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:05:57.0,2019-04-15 02:00:00.0,AWRB869494001,NRI FOR 388-280-MID-4-SEAT-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBD00,null,2019-03-11 20:04:36.0,0.9,WORKORDER_A388AWR-3C-FBD00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0094_BEDFORD_EAGLENA,82,95,A388AWR-3C-FBD00,79,null,null,null,1,null,2019-03-11 20:04:36.0,2019-04-15 00:54:00.0,AWRENG/0094,GVI-ENG#3 THERMAL BLANKETS-388-783200-E7009-01/430,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:39:37.0,7.2,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/73_BEDFORD_EAGLENA,82,98,A388AWR-3C-HB000,96,null,null,null,1,null,2019-03-11 20:39:37.0,2019-04-15 07:12:00.0,AWRAF/73,388-230-RH-3-SEAT-INSTL-388-230-RH-3-SEAT-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-DA000,null,2019-03-11 19:39:14.0,0.6833333333333333,WORKORDER_A388AWR-3C-DA000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRENG/0055_BEDFORD_EAGLENA,82,2,A388AWR-3C-DA000,86,null,null,null,1,null,2019-03-11 19:39:14.0,2019-04-15 00:41:00.0,AWRENG/0055,BSI - HPT STAGE 1 AND 2 BLADES - ENG #1-388-725100-E7001-01/410,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-HB000,null,2019-03-11 20:42:18.0,5.716666666666667,WORKORDER_A388AWR-3C-HB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRCAB/19_BEDFORD_EAGLENA,82,175,A388AWR-3C-HB000,15,null,null,null,1,null,2019-03-11 20:42:18.0,2019-04-15 05:43:00.0,AWRCAB/19,388-230-RH-CARPET-INSTL-388-230-RH-CARPET-INSTL,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-FBB00,null,2019-03-11 19:57:28.0,0.38333333333333336,WORKORDER_A388AWR-3C-FBB00_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0759_BEDFORD_EAGLENA,82,137,A388AWR-3C-FBB00,94,null,null,null,1,null,2019-03-11 19:57:28.0,2019-04-15 00:23:00.0,AWRAF/0759,GVI - CTR FUSELAGE INTRNL STR-388-533100-00528-01/280,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-G0000,null,2019-03-11 21:05:51.0,3,WORKORDER_A388AWR-3C-G0000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRB869058001_BEDFORD_EAGLENA,82,446,A388AWR-3C-G0000,0,null,null,null,1,null,2019-03-11 21:05:51.0,2019-04-15 03:00:00.0,AWRB869058001,NRI FOR 388-GLY G4M2-REM,2019-04-15 00:00:00.0,null,null,null,WAPPR
A388AWR-3C-CB000,null,2019-03-11 19:38:17.0,1,WORKORDER_A388AWR-3C-CB000_BEDFORD_EAGLENA,null,null,1,WORKORDER_AWRAF/0512_BEDFORD_EAGLENA,82,97,A388AWR-3C-CB000,15,null,null,null,1,null,2019-03-11 19:38:17.0,2019-04-15 01:00:00.0,AWRAF/0512,OPC - FWD CARGO DECK ARO HAND LEVER-388-502300-00004-01/130,2019-04-15 00:00:00.0,null,null,null,WAPPR
